title,company,description,onsite_remote,location,posted_date,link
Mechanical Engineer,Webco Industries,Nan,onsite,"Oil City, PA",2023-06-30,https://www.linkedin.com/jobs/view/mechanical-engineer-at-webco-industries-3651677754?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=IVf4fyHR3yHUoSB6s1gEZg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Webco Industries,Nan,onsite,"Sand Springs, OK",2023-07-01,https://www.linkedin.com/jobs/view/mechanical-engineer-at-webco-industries-3652755523?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=i2iBYQSNB2OO91NYKxc7xw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,LUFKIN INDUSTRIES,Nan,onsite,"Lufkin, TX",2023-07-06,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-lufkin-industries-3657265434?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=O0EPce%2FiEbV2vpSj9dugFA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
"Manufacturing Engineer / Grand Prairie, TX",Lockheed Martin,Nan,onsite,"Grand Prairie, TX",2023-06-20,https://www.linkedin.com/jobs/view/manufacturing-engineer-grand-prairie-tx-at-lockheed-martin-3641098792?refId=vu2%2Bu6XImkWox3Rs5n4k8Q%3D%3D&trackingId=PBH95wwYNJYCWwBb2QQaag%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Highlands Ranch, CO",2023-05-25,https://www.linkedin.com/jobs/view/mechanical-engineer-entry-level-at-lockheed-martin-3639067000?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=bCdKMyPq8l%2F4QIXGpV4kDA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Ocala, FL",2023-06-16,https://www.linkedin.com/jobs/view/manufacturing-engineer-entry-level-at-lockheed-martin-3634020329?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=NjNKrXVikrAT0sIvg9S4dw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Kings Bay, GA",2023-06-13,https://www.linkedin.com/jobs/view/mechanical-engineer-entry-level-at-lockheed-martin-3639069146?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=NZpvFwZN6W26KA7s43Mqug%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Kings Bay, GA",2023-06-19,https://www.linkedin.com/jobs/view/mechanical-engineer-entry-level-at-lockheed-martin-3640177429?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=5mdnUMIsiAAuaRzlT9uN8Q%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Kings Bay Base, GA",2023-06-14,https://www.linkedin.com/jobs/view/mechanical-engineer-entry-level-at-lockheed-martin-3631318576?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=1mxsOCHMLzjfAjhBMesI8Q%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer- Entry Level,Lockheed Martin,Nan,hybrid,"Mississippi, United States",2023-04-28,https://www.linkedin.com/jobs/view/manufacturing-engineer-entry-level-at-lockheed-martin-3615150973?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=%2Foxn9Hx65auFYG5GwVgWkA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Machina Labs,Nan,hybrid,"Los Angeles, CA",2023-06-24,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-machina-labs-3640373032?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=JRcOQBpstKd%2B7ZSX3jkLBQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Graduate Mechanical Engineer ll,SEH,Nan,hybrid,"Minneapolis–Saint Paul, WI",2023-06-24,https://www.linkedin.com/jobs/view/graduate-mechanical-engineer-ll-at-seh-3331096797?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=qU6YIwwuu4BRp4QpGNmL1g%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Kings Bay Base, GA",2023-06-19,https://www.linkedin.com/jobs/view/mechanical-engineer-entry-level-at-lockheed-martin-3635896523?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=o4ppruQHdKudIa6jJ90MdQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,"TDI Technologies, Inc",Nan,hybrid,Greater Philadelphia,2023-06-21,https://www.linkedin.com/jobs/view/mechanical-engineer-at-tdi-technologies-inc-3641834499?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=8lYbtNYr2B4VyZ8LPGA3Gg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,Natsoft,Nan,hybrid,"Forest City, IA",2023-03-03,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-natsoft-3510779863?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=YJbYn9rqRKuANy0hX0d2pA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - All Levels,Gravitics Inc,Nan,hybrid,Greater Seattle Area,2023-04-26,https://www.linkedin.com/jobs/view/mechanical-engineer-all-levels-at-gravitics-inc-3587384181?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=VhZB3DRgtsR0yTTUymWS%2BA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Industrial Engineer - Entry Level,Lockheed Martin,Nan,hybrid,"Grand Prairie, TX",2023-06-07,https://www.linkedin.com/jobs/view/industrial-engineer-entry-level-at-lockheed-martin-3626586130?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=4h3c6Lfqyfel1MJugmvpYA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Design Engineer,"OPW, a Dover Company",Nan,hybrid,Cincinnati Metropolitan Area,2023-06-09,https://www.linkedin.com/jobs/view/mechanical-design-engineer-at-opw-a-dover-company-3605609364?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=xn1SW92GaiQ3XkMmjoH81A%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,Zone 5 Technologies,Nan,hybrid,"San Luis Obispo, CA",2023-05-11,https://www.linkedin.com/jobs/view/mechanical-engineer-at-zone-5-technologies-3600535287?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=o0xCZxRiAhE%2B6mZzvOj45w%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Level 2,Lockheed Martin,Nan,hybrid,"Edwards, CA",2023-06-21,https://www.linkedin.com/jobs/view/mechanical-engineer-level-2-at-lockheed-martin-3637606166?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=hx4n%2FVelcqaNhJuLyOokhg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer,"Electromechanical Engineering Associates, Inc.",Nan,hybrid,Greater Pittsburgh Region,2023-06-21,https://www.linkedin.com/jobs/view/mechanical-engineer-at-electromechanical-engineering-associates-inc-3637643065?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=1NkHDc%2F%2FRp4%2Bd9ucg6BCsg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,DivIHN Integration Inc,Nan,hybrid,"Round Lake, IL",2023-01-23,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-divihn-integration-inc-3449212524?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=Plm0lKWMRC2vL4CMvAm44Q%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer - Level 2,Lockheed Martin,Nan,hybrid,"Edwards, CA",2023-06-05,https://www.linkedin.com/jobs/view/mechanical-engineer-level-2-at-lockheed-martin-3624467849?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=y%2Beynp%2B%2BwIhSyKS%2FQOvtGw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Mechanical Engineer Associate,Lockheed Martin,Nan,hybrid,"Goleta, CA",2023-06-02,https://www.linkedin.com/jobs/view/mechanical-engineer-associate-at-lockheed-martin-3621321667?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=lz9FIoJUH4UnpOe1CYphKA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer,LER TechForce,Nan,hybrid,"Auburn Hills, MI",2023-06-30,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-ler-techforce-3610833911?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=ya4l2R79Gnht6OKmBjfnVA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Manufacturing Engineer I,DivIHN Integration Inc,Nan,hybrid,"Golden Valley, MN",2023-03-04,https://www.linkedin.com/jobs/view/manufacturing-engineer-i-at-divihn-integration-inc-3545548339?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=1YJqtU%2F4MMPgzd1pHqfxUA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
"Manufacturing Engineer Asc. - Entry Level - Lufkin, TX",Lockheed Martin,"Description:Lockheed Martin Missiles and Fire Control is seeking a self-starting and team-oriented Manufacturing Engineer to support electro-mechanical hardware assembly at the Lufkin, TX facility. In this role, the engineer will provide technical guidance and support to production operations to facilitate production performance to meet quality, cost, and schedule requirements. Duties include development and management of manufacturing processes, work instructions, and tooling for assembly of electro-mechanical assemblies. This role will conduct technical analysis of product modifications and enhancements in accordance with engineering requirements and investigate and identify root cause for all defects related to the product and implement corrective action. The engineer will work with Quality, Engineering, and shop floor personnel to continuously improve the process through recommended design changes or improved automated processing equipment. Candidate must be able to support up to 10% overtime annually as required.Lufkin Operations facility was established in 1995 and became an integral part of the Lockheed Martin family in 1997. Its approximately 300+ employees perform circuit card assembly, wire harness assembly and final assembly, integration and testing for several missile programs. Lufkin is the regional hub of East Texas, which includes 12 surrounding counties. It is best known for its vast pine tree forests that stretch for miles and the lakes and other waterways that provide great fishing and recreational activities. Local residents have an easy commute to and from Lufkin and have access to larger cities such as Dallas, Houston and Shreveport, LA. Lufkin Operations facility’s commitment to excellence makes it the premier employer in our small, East Texas community. We have a highly motivated workforce dedicated and committed to the warfighter and to supporting the community. Your mission is ours!Relocation: Relocation assistance is possible for this exciting position.The Locale: Lufkin, Texas is a great place to live offering lots of things to do with a small town charm. The cost of living is quite reasonable in this region so you can definitely live large in Lufkin! Lufkin is at the crossroads of East Texas at the intersections of Highways US 59, future Interstate 69, which leads to Houston and the Rio Grande Valley to the south and Nacogdoches and Texarkana and points to the North and US 69 which leads from the Golden Triangle of Southeast Texas, Port Arthur and Beaumont to the Southeast to points such as Jacksonville, Tyler, Dallas, and Oklahoma to the north.Basic QualificationsBachelor's degree in Mechanical or Electrical Engineering or related disciplineAbility to obtain a secret security clearance so must be a US CitizenAbility to interpret engineering drawings and schematicsDesired SkillsInternship in manufacturing environmentGood communication skills and the ability to work in team environmentAbility to provide engineering solutions to medium complexity problemsProficient with Microsoft Office suiteSecurity Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration.Clearance Level: SecretOther Important Information You Should KnowExpression of Interest: By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.Ability to Work Remotely: Onsite Full-time: The work associated with this position will be performed onsite at a designated Lockheed Martin facility.Work Schedules: Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.Schedule for this Position: 4x10 hour day, 3 days off per weekLockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.Experience Level: 4 yr and up CollegeBusiness Unit: MISSILES AND FIRE CONTROLRelocation Available: PossibleCareer Area: ManufacturingType: Full-TimeShift: First",hybrid,"Lufkin, TX",2023-05-11,https://www.linkedin.com/jobs/view/manufacturing-engineer-asc-entry-level-lufkin-tx-at-lockheed-martin-3600870385?refId=VlofqUwUUte1MtIJE3ny0Q%3D%3D&trackingId=Ww0%2ByT%2FJ%2FGCYFP%2B%2F8BgCEw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
